timestamp_iso,box_count
2025-08-18T14:19:14,1
2025-08-18T14:21:27,1
2025-08-18T14:28:00,1
2025-08-18T14:57:17,1
2025-08-18T15:01:32,1
2025-08-18T15:02:59,1
2025-08-18T15:06:29,1
2025-08-18T15:08:16,1
2025-08-18T15:12:30,1
2025-08-18T15:14:27,1
2025-08-18T15:19:11,1
2025-08-18T15:19:56,1
2025-08-18T15:20:43,1
2025-08-18T15:22:50,1
2025-08-18T15:24:25,1
