episode,return,steps_to_goal
1751,1.0,10
1752,1.0,6
1753,1.0,7
1754,1.0,7
1755,1.0,10
1756,1.0,9
1757,1.0,9
1758,1.0,7
1759,1.0,6
1760,1.0,11
1761,1.0,9
1762,1.0,10
1763,1.0,14
1764,1.0,15
1765,1.0,14
1766,1.0,6
1767,1.0,10
1768,1.0,14
1769,1.0,7
1770,1.0,15
1771,1.0,23
1772,1.0,13
1773,1.0,17
1774,1.0,12
1775,1.0,32
1776,1.0,17
1777,1.0,15
1778,1.0,10
1779,1.0,20
1780,1.0,15
1781,1.0,16
1782,1.0,18
1783,1.0,23
1784,1.0,25
1785,1.0,47
1786,1.0,21
1787,1.0,11
1788,1.0,25
1789,1.0,9
1790,1.0,14
1791,1.0,14
1792,1.0,11
1793,1.0,12
1794,1.0,20
1795,1.0,37
1796,1.0,8
1797,1.0,13
1798,1.0,9
1799,1.0,26
1800,1.0,12
1801,0.0,
1802,0.0,
1803,0.0,
1804,0.0,
1805,0.0,
1806,0.0,
1807,0.0,
1808,0.0,
1809,0.0,
1810,0.0,
1811,0.0,
1812,0.0,
1813,0.0,
1814,0.0,
1815,0.0,
1816,0.0,
1817,0.0,
1818,0.0,
1819,0.0,
1820,0.0,
1821,0.0,
1822,0.0,
1823,0.0,
1824,0.0,
1825,0.0,
1826,0.0,
1827,0.0,
1828,0.0,
1829,0.0,
1830,0.0,
1831,0.0,
1832,0.0,
1833,0.0,
1834,0.0,
1835,0.0,
1836,0.0,
1837,0.0,
1838,0.0,
1839,0.0,
1840,0.0,
1841,0.0,
1842,0.0,
1843,0.0,
1844,0.0,
1845,0.0,
1846,0.0,
1847,0.0,
1848,0.0,
1849,0.0,
1850,0.0,
1851,0.0,
1852,0.0,
1853,0.0,
1854,0.0,
1855,0.0,
1856,0.0,
1857,0.0,
1858,0.0,
1859,0.0,
1860,0.0,
1861,0.0,
1862,0.0,
1863,0.0,
1864,0.0,
1865,0.0,
1866,0.0,
1867,0.0,
1868,0.0,
1869,0.0,
1870,0.0,
1871,0.0,
1872,0.0,
1873,0.0,
1874,0.0,
1875,0.0,
1876,0.0,
1877,0.0,
1878,0.0,
1879,0.0,
1880,0.0,
1881,0.0,
1882,0.0,
1883,0.0,
1884,0.0,
1885,0.0,
1886,0.0,
1887,0.0,
1888,0.0,
1889,0.0,
1890,0.0,
1891,0.0,
1892,0.0,
1893,0.0,
1894,0.0,
1895,0.0,
1896,0.0,
1897,0.0,
1898,0.0,
1899,0.0,
1900,0.0,
1901,0.0,
1902,0.0,
1903,0.0,
1904,0.0,
1905,0.0,
1906,0.0,
1907,0.0,
1908,0.0,
1909,0.0,
1910,0.0,
1911,0.0,
1912,0.0,
1913,0.0,
1914,0.0,
1915,0.0,
1916,0.0,
1917,0.0,
1918,0.0,
1919,0.0,
1920,0.0,
1921,0.0,
1922,0.0,
1923,0.0,
1924,0.0,
1925,0.0,
1926,0.0,
1927,0.0,
1928,0.0,
1929,0.0,
1930,0.0,
1931,0.0,
1932,0.0,
1933,0.0,
1934,0.0,
1935,0.0,
1936,0.0,
1937,0.0,
1938,0.0,
1939,0.0,
1940,0.0,
1941,0.0,
1942,0.0,
1943,0.0,
1944,0.0,
1945,0.0,
1946,0.0,
1947,0.0,
1948,0.0,
1949,0.0,
1950,0.0,
1951,0.0,
1952,0.0,
1953,0.0,
1954,0.0,
1955,0.0,
1956,0.0,
1957,0.0,
1958,0.0,
1959,0.0,
1960,0.0,
1961,0.0,
1962,0.0,
1963,0.0,
1964,0.0,
1965,0.0,
1966,0.0,
1967,0.0,
1968,0.0,
1969,0.0,
1970,0.0,
1971,0.0,
1972,0.0,
1973,0.0,
1974,0.0,
1975,0.0,
1976,0.0,
1977,0.0,
1978,0.0,
1979,0.0,
1980,0.0,
1981,0.0,
1982,0.0,
1983,0.0,
1984,0.0,
1985,0.0,
1986,0.0,
1987,0.0,
1988,0.0,
1989,0.0,
1990,0.0,
1991,0.0,
1992,0.0,
1993,0.0,
1994,0.0,
1995,0.0,
1996,0.0,
1997,0.0,
1998,0.0,
1999,0.0,
2000,0.0,
2001,1.0,41
2002,0.0,
2003,1.0,14
2004,1.0,9
2005,1.0,24
2006,1.0,14
2007,1.0,15
2008,1.0,15
2009,1.0,14
2010,1.0,13
2011,1.0,19
2012,1.0,21
2013,1.0,19
2014,1.0,11
2015,1.0,10
2016,1.0,28
2017,1.0,11
2018,1.0,25
2019,1.0,10
2020,1.0,24
2021,0.0,
2022,1.0,17
2023,1.0,9
2024,1.0,21
2025,1.0,12
2026,1.0,14
2027,1.0,7
2028,1.0,15
2029,1.0,17
2030,1.0,15
2031,0.0,
2032,1.0,14
2033,1.0,16
2034,1.0,23
2035,1.0,16
2036,1.0,11
2037,1.0,18
2038,0.0,
2039,1.0,18
2040,1.0,17
2041,1.0,40
2042,1.0,39
2043,1.0,28
2044,1.0,16
2045,1.0,21
2046,1.0,22
2047,1.0,29
2048,1.0,16
2049,0.0,
2050,0.0,
2051,1.0,17
2052,0.0,
2053,1.0,14
2054,1.0,29
2055,1.0,16
2056,1.0,21
2057,1.0,22
2058,1.0,23
2059,1.0,14
2060,1.0,11
2061,0.0,
2062,1.0,8
2063,1.0,13
2064,1.0,12
2065,0.0,
2066,1.0,21
2067,1.0,14
2068,1.0,10
2069,0.0,
2070,1.0,11
2071,1.0,10
2072,1.0,20
2073,1.0,9
2074,1.0,19
2075,1.0,8
2076,1.0,13
2077,1.0,16
2078,1.0,12
2079,1.0,7
2080,1.0,10
2081,1.0,27
2082,1.0,10
2083,1.0,11
2084,1.0,9
2085,1.0,9
2086,1.0,8
2087,1.0,8
2088,1.0,8
2089,1.0,8
2090,1.0,7
2091,1.0,11
2092,1.0,7
2093,1.0,11
2094,1.0,10
2095,1.0,10
2096,1.0,12
2097,1.0,10
2098,1.0,11
2099,1.0,16
2100,1.0,11
2101,1.0,19
2102,1.0,14
2103,1.0,9
2104,1.0,6
2105,1.0,16
2106,1.0,14
2107,1.0,6
2108,1.0,8
2109,1.0,17
2110,1.0,8
2111,1.0,8
2112,1.0,9
2113,1.0,8
2114,1.0,9
2115,1.0,23
2116,1.0,6
2117,1.0,16
2118,1.0,8
2119,1.0,7
2120,1.0,13
2121,1.0,10
2122,1.0,19
2123,1.0,7
2124,1.0,8
2125,1.0,19
2126,1.0,8
2127,1.0,14
2128,1.0,16
2129,1.0,11
2130,1.0,10
2131,1.0,15
2132,1.0,8
2133,1.0,17
2134,1.0,16
2135,1.0,23
2136,1.0,9
2137,0.0,
2138,1.0,18
2139,1.0,33
2140,1.0,12
2141,1.0,14
2142,1.0,11
2143,1.0,19
2144,1.0,8
2145,1.0,6
2146,1.0,8
2147,1.0,8
2148,1.0,11
2149,1.0,8
2150,1.0,11
2151,1.0,16
2152,1.0,26
2153,1.0,7
2154,1.0,8
2155,1.0,10
2156,1.0,9
2157,1.0,6
2158,1.0,17
2159,1.0,12
2160,1.0,10
2161,1.0,10
2162,1.0,10
2163,1.0,11
2164,1.0,7
2165,1.0,20
2166,1.0,29
2167,1.0,14
2168,1.0,16
2169,1.0,16
2170,1.0,19
2171,1.0,16
2172,1.0,8
2173,1.0,8
2174,1.0,17
2175,1.0,19
2176,1.0,10
2177,1.0,8
2178,1.0,10
2179,1.0,11
2180,1.0,9
2181,1.0,10
2182,1.0,14
2183,1.0,9
2184,0.0,
2185,1.0,9
2186,1.0,13
2187,1.0,15
2188,1.0,11
2189,1.0,10
2190,1.0,25
2191,1.0,12
2192,1.0,11
2193,1.0,30
2194,1.0,14
2195,1.0,30
2196,1.0,19
2197,1.0,12
2198,1.0,10
2199,1.0,13
2200,1.0,8
2201,1.0,7
2202,1.0,25
2203,1.0,7
2204,1.0,9
2205,1.0,10
2206,1.0,13
2207,1.0,10
2208,1.0,17
2209,1.0,16
2210,1.0,13
2211,1.0,17
2212,1.0,9
2213,1.0,14
2214,1.0,12
2215,1.0,9
2216,1.0,10
2217,1.0,22
2218,1.0,7
2219,1.0,17
2220,1.0,9
2221,1.0,8
2222,1.0,11
2223,1.0,13
2224,1.0,11
2225,1.0,15
2226,1.0,33
2227,0.0,
2228,1.0,24
2229,1.0,11
2230,1.0,10
2231,1.0,23
2232,1.0,13
2233,1.0,10
2234,1.0,8
2235,1.0,17
2236,1.0,12
2237,1.0,13
2238,1.0,8
2239,1.0,13
2240,1.0,7
2241,1.0,9
2242,1.0,11
2243,1.0,21
2244,1.0,10
2245,1.0,11
2246,1.0,8
2247,1.0,14
2248,1.0,11
2249,1.0,14
2250,1.0,11
2251,1.0,17
2252,1.0,9
2253,1.0,18
2254,1.0,12
2255,1.0,11
2256,1.0,19
2257,1.0,18
2258,1.0,14
2259,1.0,16
2260,1.0,24
2261,1.0,11
2262,1.0,21
2263,1.0,8
2264,1.0,14
2265,1.0,11
2266,1.0,13
2267,1.0,12
2268,1.0,10
2269,1.0,11
2270,1.0,9
2271,1.0,14
2272,1.0,24
2273,1.0,9
2274,1.0,17
2275,1.0,14
2276,1.0,12
2277,1.0,9
2278,1.0,14
2279,1.0,12
2280,1.0,17
2281,1.0,14
2282,1.0,18
2283,1.0,11
2284,1.0,12
2285,1.0,14
2286,1.0,20
2287,1.0,10
2288,1.0,9
2289,1.0,10
2290,1.0,17
2291,1.0,8
2292,1.0,14
2293,1.0,16
2294,1.0,12
2295,1.0,26
2296,1.0,13
2297,1.0,22
2298,1.0,15
2299,1.0,9
2300,1.0,11
2301,1.0,8
2302,1.0,10
2303,1.0,15
2304,1.0,18
2305,1.0,10
2306,1.0,9
2307,1.0,8
2308,1.0,16
2309,1.0,19
2310,1.0,14
2311,1.0,12
2312,1.0,10
2313,1.0,13
2314,1.0,14
2315,1.0,7
2316,1.0,16
2317,1.0,8
2318,1.0,13
2319,1.0,12
2320,1.0,9
2321,1.0,9
2322,1.0,12
2323,1.0,9
2324,1.0,9
2325,1.0,8
2326,1.0,10
2327,1.0,14
2328,1.0,9
2329,1.0,8
2330,1.0,8
2331,1.0,17
2332,1.0,10
2333,1.0,9
2334,1.0,7
2335,1.0,21
2336,1.0,7
2337,1.0,14
2338,1.0,11
2339,1.0,10
2340,1.0,7
2341,1.0,9
2342,1.0,10
2343,1.0,12
2344,1.0,7
2345,1.0,21
2346,1.0,8
2347,1.0,10
2348,1.0,16
2349,1.0,8
2350,1.0,9
2351,1.0,9
2352,1.0,6
2353,1.0,24
2354,1.0,7
2355,1.0,13
2356,1.0,11
2357,1.0,7
2358,1.0,9
2359,1.0,22
2360,1.0,7
2361,1.0,11
2362,1.0,7
2363,1.0,13
2364,1.0,17
2365,1.0,9
2366,1.0,11
2367,1.0,10
2368,1.0,12
2369,1.0,9
2370,1.0,7
2371,1.0,10
2372,1.0,12
2373,1.0,13
2374,1.0,7
2375,1.0,14
2376,1.0,9
2377,1.0,10
2378,1.0,17
2379,1.0,17
2380,1.0,13
2381,1.0,9
2382,1.0,7
2383,1.0,18
2384,1.0,17
2385,1.0,10
2386,1.0,15
2387,1.0,11
2388,1.0,17
2389,1.0,8
2390,1.0,15
2391,1.0,8
2392,1.0,8
2393,1.0,8
2394,1.0,12
2395,1.0,11
2396,1.0,13
2397,1.0,24
2398,1.0,8
2399,1.0,8
2400,1.0,15
2401,0.0,
2402,1.0,24
2403,1.0,15
2404,1.0,27
2405,1.0,10
2406,1.0,10
2407,1.0,16
2408,1.0,20
2409,1.0,9
2410,1.0,23
2411,1.0,35
2412,1.0,11
2413,0.0,
2414,1.0,10
2415,1.0,13
2416,1.0,14
2417,1.0,19
2418,0.0,
2419,1.0,8
2420,1.0,18
2421,1.0,8
2422,1.0,10
2423,1.0,29
2424,1.0,13
2425,1.0,11
2426,1.0,27
2427,1.0,13
2428,1.0,9
2429,1.0,11
2430,1.0,17
2431,1.0,26
2432,1.0,9
2433,1.0,18
2434,1.0,12
2435,1.0,8
2436,1.0,11
2437,1.0,7
2438,1.0,10
2439,1.0,16
2440,1.0,11
2441,1.0,15
2442,1.0,9
2443,1.0,13
2444,1.0,13
2445,1.0,11
2446,1.0,8
2447,1.0,12
2448,0.0,
2449,0.0,
2450,1.0,13
2451,1.0,16
2452,1.0,26
2453,1.0,15
2454,0.0,
2455,0.0,
2456,1.0,18
2457,1.0,11
2458,1.0,7
2459,1.0,9
2460,0.0,
2461,1.0,10
2462,1.0,23
2463,1.0,9
2464,1.0,8
2465,1.0,11
2466,1.0,13
2467,1.0,26
2468,1.0,21
2469,1.0,11
2470,1.0,21
2471,1.0,11
2472,1.0,13
2473,1.0,7
2474,1.0,9
2475,1.0,10
2476,1.0,11
2477,1.0,11
2478,1.0,14
2479,1.0,16
2480,1.0,12
2481,1.0,9
2482,1.0,15
2483,1.0,10
2484,1.0,8
2485,1.0,10
2486,1.0,10
2487,1.0,8
2488,1.0,7
2489,1.0,12
2490,1.0,30
2491,1.0,12
2492,1.0,19
2493,1.0,12
2494,1.0,7
2495,1.0,9
2496,1.0,9
2497,1.0,14
2498,1.0,11
2499,1.0,8
2500,1.0,7
2501,0.0,
2502,0.0,
2503,0.0,
2504,0.0,
2505,0.0,
2506,0.0,
2507,0.0,
2508,0.0,
2509,0.0,
2510,0.0,
2511,0.0,
2512,0.0,
2513,0.0,
2514,0.0,
2515,0.0,
2516,0.0,
2517,0.0,
2518,0.0,
2519,0.0,
2520,0.0,
2521,0.0,
2522,0.0,
2523,0.0,
2524,0.0,
2525,0.0,
2526,0.0,
2527,0.0,
2528,0.0,
2529,0.0,
2530,0.0,
2531,0.0,
2532,0.0,
2533,0.0,
2534,0.0,
2535,0.0,
2536,0.0,
2537,0.0,
2538,0.0,
2539,0.0,
2540,0.0,
2541,0.0,
2542,0.0,
2543,0.0,
2544,0.0,
2545,0.0,
2546,0.0,
2547,0.0,
2548,0.0,
2549,0.0,
2550,0.0,
2551,0.0,
2552,0.0,
2553,0.0,
2554,0.0,
2555,0.0,
2556,0.0,
2557,0.0,
2558,0.0,
2559,0.0,
2560,0.0,
2561,0.0,
2562,0.0,
2563,0.0,
2564,0.0,
2565,0.0,
2566,0.0,
2567,0.0,
2568,0.0,
2569,0.0,
2570,0.0,
2571,0.0,
2572,0.0,
2573,0.0,
2574,0.0,
2575,0.0,
2576,0.0,
2577,0.0,
2578,0.0,
2579,0.0,
2580,0.0,
2581,0.0,
2582,0.0,
2583,0.0,
2584,0.0,
2585,0.0,
2586,0.0,
2587,0.0,
2588,0.0,
2589,0.0,
2590,0.0,
2591,0.0,
2592,0.0,
2593,0.0,
2594,0.0,
2595,0.0,
2596,0.0,
2597,0.0,
2598,0.0,
2599,0.0,
2600,0.0,
2601,0.0,
2602,0.0,
2603,0.0,
2604,1.0,46
2605,1.0,8
2606,1.0,10
2607,1.0,15
2608,1.0,7
2609,0.0,
2610,1.0,27
2611,1.0,17
2612,1.0,22
2613,1.0,12
2614,1.0,11
2615,1.0,9
2616,1.0,18
2617,1.0,11
2618,1.0,10
2619,1.0,15
2620,1.0,20
2621,1.0,9
2622,1.0,13
2623,1.0,11
2624,0.0,
2625,1.0,9
2626,1.0,7
2627,1.0,9
2628,1.0,11
2629,1.0,15
2630,1.0,8
2631,1.0,7
2632,1.0,30
2633,1.0,14
2634,0.0,
2635,1.0,7
2636,1.0,6
2637,1.0,18
2638,1.0,10
2639,1.0,14
2640,1.0,15
2641,1.0,6
2642,1.0,11
2643,1.0,9
2644,1.0,16
2645,1.0,12
2646,1.0,6
2647,1.0,6
2648,1.0,12
2649,1.0,22
2650,1.0,19
2651,1.0,9
2652,1.0,8
2653,1.0,18
2654,1.0,11
2655,0.0,
2656,1.0,46
2657,1.0,23
2658,1.0,14
2659,1.0,11
2660,0.0,
2661,1.0,37
2662,1.0,37
2663,1.0,6
2664,1.0,13
2665,1.0,29
2666,1.0,14
2667,1.0,8
2668,1.0,8
2669,1.0,28
2670,1.0,17
2671,1.0,15
2672,1.0,11
2673,1.0,19
2674,1.0,30
2675,1.0,9
2676,1.0,8
2677,1.0,12
2678,1.0,13
2679,1.0,11
2680,1.0,45
2681,1.0,10
2682,1.0,13
2683,1.0,8
2684,1.0,10
2685,1.0,14
2686,1.0,17
2687,1.0,14
2688,1.0,17
2689,1.0,11
2690,1.0,20
2691,1.0,19
2692,0.0,
2693,1.0,14
2694,1.0,10
2695,1.0,9
2696,1.0,15
2697,1.0,9
2698,1.0,12
2699,1.0,9
2700,1.0,26
2701,0.0,
2702,0.0,
2703,0.0,
2704,0.0,
2705,0.0,
2706,0.0,
2707,0.0,
2708,0.0,
2709,0.0,
2710,0.0,
2711,0.0,
2712,0.0,
2713,0.0,
2714,0.0,
2715,0.0,
2716,0.0,
2717,0.0,
2718,0.0,
2719,0.0,
2720,0.0,
2721,0.0,
2722,0.0,
2723,0.0,
2724,0.0,
2725,0.0,
2726,0.0,
2727,0.0,
2728,0.0,
2729,0.0,
2730,0.0,
2731,0.0,
2732,0.0,
2733,0.0,
2734,0.0,
2735,0.0,
2736,0.0,
2737,0.0,
2738,0.0,
2739,0.0,
2740,0.0,
2741,0.0,
2742,0.0,
2743,0.0,
2744,0.0,
2745,0.0,
2746,0.0,
2747,0.0,
2748,0.0,
2749,0.0,
2750,0.0,
2751,0.0,
2752,0.0,
2753,0.0,
2754,0.0,
2755,0.0,
2756,0.0,
2757,0.0,
2758,0.0,
2759,0.0,
2760,0.0,
2761,0.0,
2762,0.0,
2763,0.0,
2764,0.0,
2765,0.0,
2766,0.0,
2767,0.0,
2768,0.0,
2769,0.0,
2770,0.0,
2771,0.0,
2772,0.0,
2773,0.0,
2774,0.0,
2775,0.0,
2776,0.0,
2777,0.0,
2778,0.0,
2779,0.0,
2780,0.0,
2781,0.0,
2782,0.0,
2783,0.0,
2784,0.0,
2785,0.0,
2786,0.0,
2787,0.0,
2788,0.0,
2789,0.0,
2790,0.0,
2791,0.0,
2792,0.0,
2793,0.0,
2794,0.0,
2795,0.0,
2796,0.0,
2797,0.0,
2798,0.0,
2799,0.0,
2800,0.0,
2801,0.0,
2802,1.0,44
2803,0.0,
2804,1.0,33
2805,1.0,9
2806,1.0,40
2807,1.0,15
2808,1.0,22
2809,1.0,10
2810,1.0,16
2811,1.0,18
2812,1.0,12
2813,0.0,
2814,1.0,7
2815,1.0,9
2816,1.0,13
2817,1.0,13
2818,1.0,7
2819,1.0,13
2820,1.0,23
2821,1.0,13
2822,1.0,14
2823,1.0,10
2824,1.0,7
2825,1.0,14
2826,1.0,6
2827,1.0,11
2828,1.0,13
2829,1.0,35
2830,1.0,22
2831,1.0,6
2832,1.0,7
2833,1.0,9
2834,1.0,10
2835,1.0,12
2836,1.0,14
2837,1.0,7
2838,1.0,12
2839,1.0,24
2840,1.0,9
2841,1.0,9
2842,1.0,8
2843,1.0,17
2844,1.0,7
2845,1.0,8
2846,1.0,11
2847,1.0,6
2848,1.0,10
2849,1.0,10
2850,1.0,11
2851,1.0,13
2852,1.0,15
2853,1.0,8
2854,1.0,7
2855,1.0,8
2856,1.0,9
2857,1.0,7
2858,1.0,11
2859,1.0,7
2860,1.0,12
2861,1.0,15
2862,1.0,11
2863,1.0,7
2864,1.0,8
2865,1.0,8
2866,1.0,11
2867,1.0,13
2868,1.0,8
2869,1.0,10
2870,1.0,7
2871,1.0,9
2872,1.0,6
2873,1.0,8
2874,1.0,14
2875,1.0,10
2876,1.0,8
2877,1.0,17
2878,1.0,9
2879,1.0,6
2880,1.0,13
2881,1.0,10
2882,1.0,9
2883,1.0,7
2884,1.0,7
2885,1.0,10
2886,1.0,14
2887,1.0,7
2888,1.0,7
2889,1.0,7
2890,1.0,16
2891,1.0,6
2892,1.0,13
2893,1.0,8
2894,1.0,8
2895,1.0,10
2896,1.0,9
2897,1.0,15
2898,1.0,13
2899,1.0,11
2900,1.0,12
2901,1.0,32
2902,0.0,
2903,0.0,
2904,0.0,
2905,0.0,
2906,0.0,
2907,0.0,
2908,0.0,
2909,0.0,
2910,1.0,14
2911,1.0,22
2912,0.0,
2913,1.0,17
2914,0.0,
2915,0.0,
2916,0.0,
2917,1.0,19
2918,1.0,15
2919,1.0,11
2920,1.0,10
2921,1.0,29
2922,1.0,12
2923,1.0,11
2924,1.0,12
2925,1.0,16
2926,1.0,10
2927,1.0,22
2928,1.0,28
2929,1.0,8
2930,1.0,8
2931,1.0,10
2932,1.0,7
2933,1.0,12
2934,1.0,9
2935,0.0,
2936,1.0,10
2937,1.0,6
2938,1.0,7
2939,1.0,14
2940,1.0,7
2941,1.0,9
2942,1.0,7
2943,1.0,26
2944,1.0,9
2945,1.0,11
2946,1.0,21
2947,1.0,22
2948,1.0,9
2949,1.0,9
2950,1.0,15
2951,1.0,7
2952,1.0,10
2953,1.0,7
2954,1.0,30
2955,1.0,8
2956,1.0,12
2957,0.0,
2958,1.0,11
2959,1.0,25
2960,1.0,9
2961,1.0,13
2962,1.0,13
2963,1.0,6
2964,1.0,7
2965,1.0,18
2966,1.0,9
2967,1.0,27
2968,1.0,8
2969,1.0,12
2970,1.0,13
2971,1.0,6
2972,1.0,14
2973,0.0,
2974,1.0,9
2975,1.0,13
2976,1.0,9
2977,1.0,11
2978,1.0,11
2979,1.0,6
2980,1.0,28
2981,1.0,8
2982,1.0,8
2983,1.0,12
2984,1.0,12
2985,1.0,9
2986,1.0,11
2987,1.0,10
2988,1.0,6
2989,1.0,10
2990,1.0,11
2991,1.0,6
2992,1.0,7
2993,1.0,18
2994,1.0,8
2995,1.0,7
2996,1.0,17
2997,1.0,9
2998,1.0,14
2999,1.0,8
3000,1.0,13
3001,0.0,
3002,0.0,
3003,0.0,
3004,0.0,
3005,0.0,
3006,0.0,
3007,0.0,
3008,1.0,12
3009,0.0,
3010,1.0,20
3011,0.0,
3012,1.0,31
3013,0.0,
3014,1.0,18
3015,1.0,8
3016,0.0,
3017,0.0,
3018,1.0,20
3019,0.0,
3020,0.0,
3021,1.0,16
3022,0.0,
3023,0.0,
3024,1.0,25
3025,1.0,47
3026,0.0,
3027,0.0,
3028,0.0,
3029,0.0,
3030,0.0,
3031,0.0,
3032,0.0,
3033,0.0,
3034,0.0,
3035,0.0,
3036,0.0,
3037,0.0,
3038,0.0,
3039,0.0,
3040,0.0,
3041,0.0,
3042,0.0,
3043,0.0,
3044,0.0,
3045,0.0,
3046,0.0,
3047,0.0,
3048,0.0,
3049,0.0,
3050,0.0,
3051,0.0,
3052,0.0,
3053,0.0,
3054,0.0,
3055,0.0,
3056,0.0,
3057,0.0,
3058,0.0,
3059,0.0,
3060,0.0,
3061,0.0,
3062,0.0,
3063,0.0,
3064,0.0,
3065,0.0,
3066,0.0,
3067,0.0,
3068,0.0,
3069,0.0,
3070,0.0,
3071,0.0,
3072,0.0,
3073,0.0,
3074,0.0,
3075,0.0,
3076,0.0,
3077,0.0,
3078,0.0,
3079,0.0,
3080,0.0,
3081,0.0,
3082,0.0,
3083,0.0,
3084,0.0,
3085,0.0,
3086,0.0,
3087,0.0,
3088,0.0,
3089,0.0,
3090,0.0,
3091,0.0,
3092,0.0,
3093,0.0,
3094,0.0,
3095,0.0,
3096,0.0,
3097,0.0,
3098,0.0,
3099,0.0,
3100,0.0,
3101,0.0,
3102,0.0,
3103,0.0,
3104,0.0,
3105,0.0,
3106,0.0,
3107,0.0,
3108,0.0,
3109,0.0,
3110,0.0,
3111,0.0,
3112,0.0,
3113,0.0,
3114,0.0,
3115,0.0,
3116,0.0,
3117,0.0,
3118,0.0,
3119,0.0,
3120,1.0,29
3121,0.0,
3122,0.0,
3123,0.0,
3124,0.0,
3125,0.0,
3126,0.0,
3127,0.0,
3128,0.0,
3129,0.0,
3130,0.0,
3131,0.0,
3132,1.0,21
3133,0.0,
3134,0.0,
3135,0.0,
3136,0.0,
3137,0.0,
3138,0.0,
3139,0.0,
3140,0.0,
3141,0.0,
3142,0.0,
3143,0.0,
3144,1.0,23
3145,0.0,
3146,0.0,
3147,1.0,30
3148,0.0,
3149,0.0,
3150,1.0,30
3151,1.0,31
3152,1.0,13
3153,1.0,34
3154,1.0,26
3155,1.0,14
3156,1.0,39
3157,0.0,
3158,1.0,9
3159,1.0,12
3160,1.0,7
3161,1.0,7
3162,1.0,9
3163,1.0,18
3164,1.0,11
3165,1.0,11
3166,1.0,24
3167,1.0,17
3168,1.0,12
3169,1.0,15
3170,1.0,10
3171,1.0,9
3172,1.0,32
3173,1.0,12
3174,1.0,7
3175,1.0,8
3176,1.0,11
3177,1.0,11
3178,1.0,12
3179,1.0,13
3180,1.0,8
3181,1.0,12
3182,1.0,10
3183,1.0,7
3184,1.0,12
3185,1.0,8
3186,1.0,11
3187,1.0,6
3188,1.0,7
3189,1.0,12
3190,1.0,11
3191,1.0,8
3192,1.0,10
3193,1.0,11
3194,1.0,8
3195,1.0,9
3196,1.0,15
3197,1.0,7
3198,1.0,6
3199,1.0,11
3200,1.0,12
3201,1.0,21
3202,0.0,
3203,1.0,7
3204,0.0,
3205,1.0,10
3206,1.0,10
3207,1.0,14
3208,0.0,
3209,0.0,
3210,1.0,8
3211,1.0,6
3212,0.0,
3213,1.0,16
3214,1.0,10
3215,1.0,20
3216,1.0,8
3217,1.0,7
3218,1.0,21
3219,0.0,
3220,0.0,
3221,0.0,
3222,1.0,10
3223,1.0,8
3224,0.0,
3225,1.0,9
3226,0.0,
3227,1.0,18
3228,1.0,17
3229,1.0,15
3230,0.0,
3231,1.0,14
3232,1.0,26
3233,1.0,8
3234,1.0,35
3235,1.0,18
3236,1.0,20
3237,0.0,
3238,0.0,
3239,1.0,13
3240,1.0,43
3241,1.0,35
3242,1.0,41
3243,1.0,21
3244,1.0,28
3245,1.0,9
3246,1.0,32
3247,1.0,13
3248,0.0,
3249,1.0,34
3250,1.0,20
3251,0.0,
3252,1.0,8
3253,1.0,30
3254,0.0,
3255,1.0,9
3256,0.0,
3257,1.0,38
3258,1.0,23
3259,1.0,13
3260,1.0,21
3261,1.0,8
3262,1.0,12
3263,1.0,11
3264,1.0,13
3265,1.0,7
3266,1.0,11
3267,0.0,
3268,1.0,7
3269,0.0,
3270,1.0,9
3271,1.0,12
3272,1.0,11
3273,1.0,7
3274,1.0,7
3275,1.0,9
3276,0.0,
3277,1.0,8
3278,1.0,10
3279,1.0,13
3280,1.0,11
3281,1.0,9
3282,1.0,8
3283,1.0,7
3284,1.0,7
3285,1.0,9
3286,0.0,
3287,0.0,
3288,1.0,7
3289,1.0,7
3290,0.0,
3291,1.0,9
3292,1.0,10
3293,1.0,7
3294,1.0,7
3295,1.0,11
3296,1.0,11
3297,1.0,11
3298,1.0,13
3299,1.0,7
3300,1.0,10
3301,0.0,
3302,0.0,
3303,0.0,
3304,0.0,
3305,0.0,
3306,0.0,
3307,0.0,
3308,0.0,
3309,0.0,
3310,0.0,
3311,0.0,
3312,0.0,
3313,0.0,
3314,0.0,
3315,0.0,
3316,0.0,
3317,0.0,
3318,0.0,
3319,0.0,
3320,0.0,
3321,0.0,
3322,0.0,
3323,0.0,
3324,0.0,
3325,0.0,
3326,0.0,
3327,0.0,
3328,0.0,
3329,0.0,
3330,0.0,
3331,0.0,
3332,0.0,
3333,0.0,
3334,0.0,
3335,0.0,
3336,0.0,
3337,0.0,
3338,0.0,
3339,0.0,
3340,0.0,
3341,0.0,
3342,0.0,
3343,0.0,
3344,0.0,
3345,0.0,
3346,0.0,
3347,0.0,
3348,0.0,
3349,0.0,
3350,0.0,
3351,0.0,
3352,0.0,
3353,0.0,
3354,0.0,
3355,0.0,
3356,0.0,
3357,0.0,
3358,0.0,
3359,0.0,
3360,0.0,
3361,0.0,
3362,0.0,
3363,0.0,
3364,0.0,
3365,0.0,
3366,0.0,
3367,0.0,
3368,0.0,
3369,0.0,
3370,0.0,
3371,0.0,
3372,0.0,
3373,0.0,
3374,0.0,
3375,0.0,
3376,0.0,
3377,0.0,
3378,0.0,
3379,0.0,
3380,0.0,
