episode,return,steps_to_goal
178,1.0,19
179,1.0,47
180,1.0,26
181,1.0,15
182,1.0,20
183,1.0,11
184,1.0,29
185,1.0,10
186,1.0,25
187,1.0,32
188,1.0,13
189,1.0,37
190,1.0,8
191,1.0,8
192,0.0,
193,1.0,11
194,1.0,24
195,1.0,8
196,1.0,8
197,1.0,18
198,1.0,13
199,1.0,10
200,1.0,12
201,0.0,
202,0.0,
203,0.0,
204,1.0,21
205,1.0,7
206,1.0,10
207,1.0,24
208,1.0,7
209,1.0,17
210,1.0,14
211,0.0,
212,1.0,13
213,1.0,14
214,1.0,9
215,0.0,
216,1.0,22
217,1.0,20
218,1.0,38
219,1.0,6
220,1.0,39
221,0.0,
222,1.0,10
223,1.0,21
224,1.0,15
225,0.0,
226,1.0,31
227,0.0,
228,1.0,16
229,1.0,26
230,0.0,
231,1.0,27
232,1.0,29
233,0.0,
234,0.0,
235,1.0,28
236,0.0,
237,0.0,
238,1.0,32
239,1.0,6
240,1.0,19
241,0.0,
242,1.0,8
243,1.0,30
244,0.0,
245,1.0,36
246,1.0,13
247,0.0,
248,0.0,
249,1.0,33
250,0.0,
251,0.0,
252,0.0,
253,1.0,44
254,1.0,46
255,0.0,
256,1.0,13
257,0.0,
258,1.0,48
259,1.0,29
260,1.0,31
261,0.0,
262,0.0,
263,0.0,
264,0.0,
265,1.0,15
266,0.0,
267,1.0,22
268,0.0,
269,0.0,
270,0.0,
271,0.0,
272,1.0,9
273,1.0,11
274,0.0,
275,0.0,
276,1.0,23
277,0.0,
278,0.0,
279,1.0,50
280,0.0,
281,1.0,12
282,1.0,27
283,1.0,44
284,1.0,16
285,0.0,
286,0.0,
287,1.0,35
288,1.0,14
289,0.0,
290,0.0,
291,1.0,32
292,1.0,28
293,0.0,
294,1.0,18
295,0.0,
296,1.0,46
297,0.0,
298,0.0,
299,0.0,
300,1.0,13
301,0.0,
302,0.0,
303,0.0,
304,0.0,
305,0.0,
306,0.0,
307,0.0,
308,0.0,
309,0.0,
310,0.0,
311,0.0,
312,0.0,
313,0.0,
314,0.0,
315,0.0,
316,0.0,
317,0.0,
318,0.0,
319,0.0,
320,0.0,
321,0.0,
322,0.0,
323,0.0,
324,0.0,
325,0.0,
326,0.0,
327,0.0,
328,0.0,
329,0.0,
330,0.0,
331,0.0,
332,0.0,
333,0.0,
334,0.0,
335,0.0,
336,0.0,
337,0.0,
338,0.0,
339,0.0,
340,0.0,
341,0.0,
342,0.0,
343,0.0,
344,0.0,
345,0.0,
346,0.0,
347,0.0,
348,0.0,
349,0.0,
350,0.0,
351,0.0,
352,0.0,
353,0.0,
354,0.0,
355,0.0,
356,0.0,
357,0.0,
358,0.0,
359,0.0,
360,0.0,
361,0.0,
362,0.0,
363,0.0,
364,0.0,
365,0.0,
366,0.0,
367,0.0,
368,0.0,
369,0.0,
370,0.0,
371,0.0,
372,0.0,
373,0.0,
374,0.0,
375,0.0,
376,0.0,
377,0.0,
378,0.0,
379,0.0,
380,1.0,8
381,0.0,
382,0.0,
383,0.0,
384,0.0,
385,0.0,
386,0.0,
387,0.0,
388,0.0,
389,0.0,
390,0.0,
391,0.0,
392,0.0,
393,0.0,
394,0.0,
395,0.0,
396,0.0,
397,0.0,
398,0.0,
399,0.0,
400,0.0,
401,1.0,18
402,1.0,16
403,1.0,16
404,1.0,22
405,1.0,49
406,1.0,35
407,1.0,39
408,0.0,
409,1.0,20
410,1.0,7
411,1.0,11
412,1.0,25
413,1.0,16
414,1.0,27
415,1.0,11
416,1.0,13
417,0.0,
418,1.0,8
419,1.0,25
420,1.0,19
421,1.0,7
422,1.0,16
423,1.0,15
424,1.0,27
425,1.0,10
426,1.0,28
427,1.0,6
428,1.0,35
429,1.0,19
430,1.0,13
431,1.0,6
432,1.0,8
433,1.0,31
434,1.0,15
435,1.0,25
436,1.0,26
437,1.0,9
438,1.0,8
439,1.0,13
440,1.0,8
441,1.0,11
442,1.0,21
443,1.0,16
444,1.0,12
445,1.0,30
446,1.0,24
447,1.0,9
448,1.0,12
449,1.0,21
450,1.0,12
451,1.0,14
452,1.0,21
453,1.0,14
454,1.0,18
455,1.0,15
456,1.0,8
457,1.0,9
458,1.0,33
459,1.0,6
460,1.0,23
461,1.0,36
462,1.0,16
463,1.0,15
464,1.0,26
465,1.0,10
466,1.0,18
467,1.0,21
468,1.0,13
469,1.0,6
470,1.0,9
471,1.0,7
472,1.0,29
473,1.0,10
474,1.0,9
475,1.0,8
476,1.0,11
477,1.0,6
478,1.0,9
479,1.0,11
480,1.0,12
481,1.0,8
482,1.0,16
483,1.0,8
484,1.0,7
485,1.0,8
486,1.0,18
487,1.0,12
488,1.0,7
489,1.0,8
490,1.0,13
491,1.0,6
492,1.0,18
493,1.0,6
494,1.0,11
495,1.0,19
496,1.0,11
497,1.0,7
498,1.0,10
499,1.0,11
500,1.0,17
501,1.0,10
502,1.0,11
503,1.0,13
504,1.0,12
505,1.0,17
506,1.0,16
507,1.0,13
508,1.0,6
509,1.0,13
510,1.0,14
511,1.0,6
512,1.0,6
513,0.0,
514,1.0,11
515,1.0,11
516,1.0,25
517,1.0,6
518,1.0,14
519,0.0,
520,1.0,17
521,1.0,13
522,1.0,23
523,1.0,17
524,1.0,30
525,1.0,11
526,1.0,34
527,1.0,14
528,1.0,11
529,1.0,8
530,1.0,8
531,1.0,35
532,1.0,19
533,1.0,8
534,1.0,9
535,1.0,16
536,1.0,8
537,1.0,10
538,1.0,15
539,1.0,23
540,1.0,21
541,1.0,11
542,1.0,10
543,1.0,17
544,1.0,14
545,1.0,8
546,1.0,11
547,1.0,6
548,1.0,22
549,0.0,
550,1.0,18
551,1.0,13
552,1.0,12
553,1.0,15
554,1.0,15
555,1.0,13
556,1.0,13
557,1.0,15
558,1.0,18
559,1.0,7
560,1.0,13
561,1.0,20
562,1.0,14
563,1.0,13
564,1.0,14
565,1.0,11
566,1.0,10
567,1.0,11
568,1.0,22
569,1.0,7
570,1.0,7
571,1.0,9
572,1.0,17
573,1.0,20
574,1.0,21
575,1.0,27
576,1.0,29
577,1.0,13
578,1.0,6
579,1.0,12
580,1.0,12
581,1.0,16
582,1.0,16
583,1.0,21
584,1.0,22
585,1.0,13
586,1.0,8
587,1.0,7
588,1.0,24
589,1.0,14
590,1.0,22
591,1.0,10
592,1.0,25
593,1.0,7
594,1.0,31
595,1.0,11
596,1.0,8
597,1.0,14
598,1.0,10
599,1.0,9
600,1.0,9
601,1.0,12
602,1.0,14
603,1.0,22
604,1.0,28
605,1.0,14
606,1.0,18
607,1.0,36
608,1.0,14
609,1.0,13
610,1.0,7
611,1.0,11
612,1.0,14
613,1.0,11
614,1.0,7
615,1.0,16
616,1.0,14
617,1.0,23
618,1.0,9
619,1.0,11
620,1.0,18
621,1.0,12
622,1.0,9
623,1.0,14
624,1.0,12
625,1.0,10
626,1.0,14
627,1.0,6
628,1.0,9
629,1.0,9
630,1.0,16
631,1.0,11
632,1.0,9
633,1.0,9
634,1.0,9
635,1.0,17
636,1.0,15
637,1.0,17
638,1.0,10
639,0.0,
640,1.0,9
641,1.0,11
642,1.0,8
643,1.0,11
644,1.0,10
645,1.0,7
646,1.0,12
647,1.0,27
648,1.0,13
649,1.0,24
650,1.0,10
651,1.0,10
652,1.0,14
653,1.0,10
654,1.0,10
655,1.0,17
656,1.0,8
657,1.0,11
658,1.0,24
659,1.0,10
660,1.0,22
661,1.0,17
662,1.0,12
663,1.0,7
664,1.0,8
665,1.0,13
666,1.0,6
667,1.0,11
668,1.0,30
669,1.0,6
670,1.0,6
671,1.0,7
672,1.0,9
673,1.0,25
674,1.0,10
675,1.0,10
676,1.0,7
677,1.0,12
678,1.0,19
679,1.0,11
680,1.0,7
681,1.0,8
682,1.0,6
683,1.0,6
684,1.0,11
685,1.0,12
686,1.0,11
687,1.0,7
688,1.0,8
689,1.0,21
690,1.0,14
691,1.0,11
692,1.0,8
693,1.0,8
694,1.0,11
695,1.0,17
696,1.0,6
697,1.0,16
698,1.0,17
699,1.0,6
700,1.0,8
701,0.0,
702,0.0,
703,0.0,
704,0.0,
705,0.0,
706,0.0,
707,0.0,
708,0.0,
709,0.0,
710,0.0,
711,0.0,
712,1.0,11
713,0.0,
714,0.0,
715,1.0,12
716,0.0,
717,0.0,
718,0.0,
719,0.0,
720,0.0,
721,0.0,
722,0.0,
723,0.0,
724,0.0,
725,0.0,
726,0.0,
727,0.0,
728,0.0,
729,0.0,
730,0.0,
731,1.0,22
732,0.0,
733,0.0,
734,0.0,
735,0.0,
736,0.0,
737,1.0,6
738,0.0,
739,0.0,
740,0.0,
741,0.0,
742,0.0,
743,0.0,
744,0.0,
745,0.0,
746,0.0,
747,0.0,
748,0.0,
749,0.0,
750,0.0,
751,0.0,
752,0.0,
753,0.0,
754,0.0,
755,0.0,
756,0.0,
757,0.0,
758,0.0,
759,0.0,
760,0.0,
761,0.0,
762,0.0,
763,0.0,
764,0.0,
765,0.0,
766,0.0,
767,0.0,
768,0.0,
769,0.0,
770,0.0,
771,0.0,
772,0.0,
773,0.0,
774,0.0,
775,0.0,
776,0.0,
777,0.0,
778,0.0,
779,0.0,
780,0.0,
781,0.0,
782,0.0,
783,0.0,
784,0.0,
785,1.0,9
786,0.0,
787,0.0,
788,0.0,
789,0.0,
790,0.0,
791,0.0,
792,0.0,
793,0.0,
794,0.0,
795,0.0,
796,0.0,
797,0.0,
798,0.0,
799,0.0,
800,0.0,
801,1.0,16
802,1.0,6
803,1.0,9
804,1.0,6
805,1.0,29
806,1.0,10
807,1.0,12
808,1.0,10
809,1.0,9
810,1.0,11
811,1.0,11
812,1.0,10
813,1.0,8
814,1.0,16
815,1.0,11
816,1.0,6
817,1.0,11
818,1.0,10
819,1.0,12
820,1.0,6
821,1.0,6
822,1.0,10
823,1.0,7
824,1.0,10
825,1.0,9
826,1.0,7
827,1.0,9
828,1.0,24
829,1.0,12
830,1.0,7
831,1.0,15
832,1.0,17
833,1.0,31
834,1.0,12
835,1.0,14
836,1.0,14
837,1.0,10
838,1.0,16
839,1.0,11
840,1.0,15
841,1.0,13
842,1.0,14
843,1.0,11
844,1.0,17
845,1.0,9
846,1.0,7
847,1.0,12
848,1.0,14
849,1.0,32
850,1.0,20
851,1.0,10
852,1.0,13
853,1.0,10
854,1.0,14
855,1.0,20
856,1.0,6
857,1.0,19
858,1.0,15
859,1.0,30
860,1.0,10
861,1.0,9
862,1.0,9
863,1.0,9
864,1.0,6
865,1.0,8
866,1.0,15
867,1.0,12
868,1.0,21
869,1.0,12
870,1.0,29
871,1.0,16
872,1.0,8
873,1.0,15
874,1.0,10
875,1.0,10
876,1.0,15
877,1.0,6
878,1.0,22
879,1.0,8
880,1.0,10
881,1.0,7
882,1.0,6
883,1.0,7
884,1.0,7
885,1.0,8
886,1.0,10
887,1.0,6
888,1.0,16
889,1.0,16
890,1.0,12
891,1.0,20
892,1.0,21
893,1.0,9
894,1.0,20
895,1.0,6
896,1.0,9
897,1.0,15
898,1.0,6
899,1.0,8
900,1.0,6
901,1.0,11
902,1.0,13
903,1.0,10
904,0.0,
905,1.0,6
906,1.0,6
907,1.0,19
908,0.0,
909,1.0,8
910,0.0,
911,0.0,
912,1.0,14
913,0.0,
914,0.0,
915,0.0,
916,1.0,14
917,1.0,9
918,0.0,
919,0.0,
920,0.0,
921,1.0,16
922,1.0,8
923,1.0,17
924,1.0,7
925,0.0,
926,1.0,10
927,1.0,11
928,1.0,8
929,1.0,14
930,1.0,25
931,0.0,
932,0.0,
933,0.0,
934,1.0,7
935,0.0,
936,0.0,
937,1.0,11
938,1.0,7
939,1.0,19
940,0.0,
941,0.0,
942,1.0,8
943,1.0,6
944,0.0,
945,1.0,12
946,0.0,
947,1.0,10
948,1.0,34
949,0.0,
950,0.0,
951,1.0,12
952,1.0,11
953,1.0,21
954,1.0,8
955,1.0,8
956,0.0,
957,1.0,10
958,1.0,17
959,0.0,
960,0.0,
961,1.0,7
962,0.0,
963,0.0,
964,1.0,12
965,1.0,9
966,0.0,
967,1.0,12
968,0.0,
969,1.0,8
970,1.0,16
971,1.0,19
972,1.0,12
973,1.0,19
974,0.0,
975,1.0,30
976,1.0,27
977,1.0,11
978,1.0,26
979,1.0,14
980,1.0,21
981,1.0,16
982,0.0,
983,1.0,12
984,1.0,27
985,1.0,13
986,1.0,32
987,1.0,34
988,1.0,30
989,1.0,14
990,1.0,8
991,1.0,9
992,1.0,9
993,1.0,24
994,1.0,14
995,1.0,13
996,1.0,6
997,1.0,6
998,1.0,11
999,1.0,16
1000,1.0,22
1001,1.0,10
1002,1.0,11
1003,1.0,10
1004,1.0,8
1005,1.0,8
1006,1.0,9
1007,1.0,15
1008,1.0,7
1009,1.0,11
1010,0.0,
1011,1.0,9
1012,1.0,8
1013,1.0,9
1014,1.0,11
1015,1.0,14
1016,1.0,7
1017,1.0,19
1018,1.0,18
1019,1.0,12
1020,0.0,
1021,1.0,15
1022,1.0,11
1023,1.0,19
1024,1.0,13
1025,1.0,11
1026,1.0,25
1027,1.0,10
1028,1.0,9
1029,1.0,8
1030,1.0,8
1031,1.0,9
1032,1.0,7
1033,1.0,7
1034,1.0,9
1035,1.0,7
1036,1.0,10
1037,1.0,10
1038,1.0,24
1039,1.0,33
1040,1.0,9
1041,1.0,8
1042,1.0,6
1043,1.0,8
1044,1.0,11
1045,1.0,10
1046,0.0,
1047,1.0,10
1048,1.0,14
1049,1.0,6
1050,1.0,16
1051,1.0,10
1052,1.0,17
1053,1.0,17
1054,1.0,14
1055,1.0,11
1056,1.0,9
1057,1.0,8
1058,1.0,8
1059,1.0,12
1060,1.0,10
1061,1.0,9
1062,1.0,10
1063,1.0,18
1064,1.0,16
1065,1.0,8
1066,1.0,9
1067,1.0,8
1068,1.0,9
1069,1.0,11
1070,1.0,8
1071,1.0,10
1072,1.0,9
1073,1.0,9
1074,1.0,8
1075,1.0,8
1076,1.0,9
1077,1.0,8
1078,1.0,7
1079,1.0,12
1080,1.0,19
1081,1.0,7
1082,1.0,9
1083,1.0,9
1084,1.0,17
1085,1.0,8
1086,1.0,8
1087,1.0,7
1088,1.0,10
1089,1.0,8
1090,1.0,7
1091,1.0,13
1092,1.0,11
1093,1.0,10
1094,1.0,7
1095,1.0,7
1096,1.0,8
1097,1.0,9
1098,1.0,8
1099,1.0,7
1100,1.0,7
1101,0.0,
1102,0.0,
1103,0.0,
1104,0.0,
1105,0.0,
1106,0.0,
1107,0.0,
1108,0.0,
1109,0.0,
1110,0.0,
1111,0.0,
1112,0.0,
1113,0.0,
1114,0.0,
1115,0.0,
1116,0.0,
1117,0.0,
1118,0.0,
1119,0.0,
1120,0.0,
1121,0.0,
1122,0.0,
1123,1.0,17
1124,0.0,
1125,0.0,
1126,0.0,
1127,0.0,
1128,0.0,
1129,0.0,
1130,0.0,
1131,0.0,
1132,0.0,
1133,0.0,
1134,0.0,
1135,0.0,
1136,0.0,
1137,0.0,
1138,0.0,
1139,0.0,
1140,0.0,
1141,0.0,
1142,1.0,16
1143,0.0,
1144,0.0,
1145,0.0,
1146,0.0,
1147,0.0,
1148,0.0,
1149,0.0,
1150,0.0,
1151,0.0,
1152,0.0,
1153,0.0,
1154,0.0,
1155,0.0,
1156,0.0,
1157,0.0,
1158,1.0,12
1159,0.0,
1160,0.0,
1161,0.0,
1162,0.0,
1163,0.0,
1164,0.0,
1165,0.0,
1166,0.0,
1167,0.0,
1168,0.0,
1169,0.0,
1170,0.0,
1171,0.0,
1172,0.0,
1173,0.0,
1174,0.0,
1175,0.0,
1176,0.0,
1177,0.0,
1178,0.0,
1179,0.0,
1180,0.0,
1181,1.0,24
1182,0.0,
1183,0.0,
1184,0.0,
1185,0.0,
1186,0.0,
1187,0.0,
1188,0.0,
1189,0.0,
1190,0.0,
1191,0.0,
1192,0.0,
1193,0.0,
1194,0.0,
1195,0.0,
1196,0.0,
1197,0.0,
1198,1.0,20
1199,0.0,
1200,0.0,
1201,0.0,
1202,0.0,
1203,0.0,
1204,0.0,
1205,0.0,
1206,0.0,
1207,0.0,
1208,0.0,
1209,0.0,
1210,0.0,
1211,0.0,
1212,0.0,
1213,0.0,
1214,0.0,
1215,0.0,
1216,0.0,
1217,0.0,
1218,0.0,
1219,0.0,
1220,0.0,
1221,0.0,
1222,0.0,
1223,0.0,
1224,0.0,
1225,0.0,
1226,0.0,
1227,0.0,
1228,0.0,
1229,0.0,
1230,0.0,
1231,0.0,
1232,0.0,
1233,0.0,
1234,0.0,
1235,0.0,
1236,1.0,12
1237,0.0,
1238,0.0,
1239,0.0,
1240,0.0,
1241,0.0,
1242,0.0,
1243,0.0,
1244,0.0,
1245,0.0,
1246,0.0,
1247,0.0,
1248,0.0,
1249,0.0,
1250,0.0,
1251,0.0,
1252,0.0,
1253,0.0,
1254,0.0,
1255,0.0,
1256,0.0,
1257,0.0,
1258,0.0,
1259,0.0,
1260,1.0,30
1261,0.0,
1262,0.0,
1263,0.0,
1264,0.0,
1265,0.0,
1266,0.0,
1267,0.0,
1268,1.0,8
1269,0.0,
1270,0.0,
1271,0.0,
1272,0.0,
1273,0.0,
1274,0.0,
1275,0.0,
1276,0.0,
1277,0.0,
1278,0.0,
1279,0.0,
1280,0.0,
1281,0.0,
1282,0.0,
1283,0.0,
1284,1.0,42
1285,0.0,
1286,1.0,8
1287,0.0,
1288,0.0,
1289,0.0,
1290,0.0,
1291,0.0,
1292,0.0,
1293,0.0,
1294,0.0,
1295,0.0,
1296,0.0,
1297,0.0,
1298,0.0,
1299,0.0,
1300,0.0,
1301,1.0,42
1302,1.0,11
1303,1.0,44
1304,1.0,19
1305,1.0,9
1306,1.0,25
1307,1.0,32
1308,1.0,15
1309,1.0,34
1310,1.0,26
1311,0.0,
1312,1.0,27
1313,0.0,
1314,1.0,14
1315,1.0,12
1316,0.0,
1317,1.0,8
1318,1.0,12
1319,1.0,8
1320,1.0,28
1321,1.0,16
1322,0.0,
1323,0.0,
1324,0.0,
1325,1.0,46
1326,1.0,30
1327,1.0,12
1328,1.0,25
1329,1.0,18
1330,1.0,8
1331,1.0,16
1332,1.0,15
1333,1.0,13
1334,1.0,37
1335,1.0,22
1336,1.0,18
1337,1.0,17
1338,1.0,23
1339,1.0,11
1340,1.0,32
1341,1.0,20
1342,1.0,16
1343,1.0,11
1344,1.0,12
1345,1.0,27
1346,0.0,
1347,1.0,14
1348,1.0,27
1349,1.0,8
1350,1.0,13
1351,1.0,13
1352,1.0,20
1353,1.0,17
1354,1.0,12
1355,1.0,9
1356,1.0,12
1357,1.0,9
1358,1.0,18
1359,1.0,9
1360,1.0,9
1361,1.0,11
1362,1.0,14
1363,1.0,10
1364,1.0,26
1365,1.0,10
1366,1.0,10
1367,1.0,13
1368,1.0,13
1369,1.0,16
1370,1.0,12
1371,1.0,14
1372,1.0,14
1373,1.0,7
1374,1.0,6
1375,1.0,17
1376,1.0,11
1377,1.0,10
1378,1.0,14
1379,1.0,24
1380,1.0,8
1381,1.0,17
1382,1.0,10
1383,1.0,9
1384,1.0,8
1385,1.0,21
1386,1.0,8
1387,1.0,11
1388,1.0,6
1389,1.0,12
1390,1.0,16
1391,1.0,8
1392,1.0,22
1393,1.0,8
1394,1.0,12
1395,1.0,7
1396,1.0,27
1397,1.0,15
1398,1.0,18
1399,1.0,7
1400,1.0,13
1401,0.0,
1402,0.0,
1403,0.0,
1404,0.0,
1405,0.0,
1406,0.0,
1407,0.0,
1408,0.0,
1409,0.0,
1410,0.0,
1411,0.0,
1412,0.0,
1413,0.0,
1414,0.0,
1415,0.0,
1416,0.0,
1417,0.0,
1418,0.0,
1419,0.0,
1420,0.0,
1421,0.0,
1422,0.0,
1423,0.0,
1424,0.0,
1425,0.0,
1426,0.0,
1427,0.0,
1428,0.0,
1429,0.0,
1430,0.0,
1431,0.0,
1432,0.0,
1433,0.0,
1434,0.0,
1435,0.0,
1436,0.0,
1437,0.0,
1438,0.0,
1439,0.0,
1440,0.0,
1441,0.0,
1442,0.0,
1443,0.0,
1444,0.0,
1445,0.0,
1446,0.0,
1447,0.0,
1448,0.0,
1449,0.0,
1450,0.0,
1451,0.0,
1452,0.0,
1453,0.0,
1454,0.0,
1455,0.0,
1456,0.0,
1457,0.0,
1458,0.0,
1459,1.0,10
1460,0.0,
1461,0.0,
1462,0.0,
1463,0.0,
1464,0.0,
1465,0.0,
1466,0.0,
1467,0.0,
1468,0.0,
1469,0.0,
1470,0.0,
1471,0.0,
1472,0.0,
1473,0.0,
1474,0.0,
1475,0.0,
1476,0.0,
1477,0.0,
1478,0.0,
1479,0.0,
1480,0.0,
1481,0.0,
1482,0.0,
1483,0.0,
1484,0.0,
1485,0.0,
1486,0.0,
1487,0.0,
1488,0.0,
1489,0.0,
1490,0.0,
1491,1.0,15
1492,0.0,
1493,0.0,
1494,0.0,
1495,0.0,
1496,0.0,
1497,0.0,
1498,0.0,
1499,0.0,
1500,0.0,
1501,0.0,
1502,1.0,10
1503,0.0,
1504,0.0,
1505,0.0,
1506,0.0,
1507,0.0,
1508,0.0,
1509,0.0,
1510,0.0,
1511,0.0,
1512,0.0,
1513,0.0,
1514,1.0,6
1515,0.0,
1516,1.0,12
1517,0.0,
1518,0.0,
1519,0.0,
1520,0.0,
1521,0.0,
1522,0.0,
1523,0.0,
1524,1.0,9
1525,0.0,
1526,0.0,
1527,0.0,
1528,0.0,
1529,1.0,11
1530,0.0,
1531,0.0,
1532,1.0,23
1533,1.0,8
1534,0.0,
1535,0.0,
1536,0.0,
1537,0.0,
1538,0.0,
1539,0.0,
1540,0.0,
1541,1.0,12
1542,1.0,14
1543,1.0,12
1544,1.0,8
1545,1.0,8
1546,1.0,10
1547,0.0,
1548,0.0,
1549,0.0,
1550,1.0,9
1551,1.0,10
1552,0.0,
1553,0.0,
1554,0.0,
1555,0.0,
1556,0.0,
1557,0.0,
1558,0.0,
1559,0.0,
1560,1.0,6
1561,1.0,6
1562,1.0,9
1563,1.0,13
1564,0.0,
1565,0.0,
1566,0.0,
1567,1.0,9
1568,0.0,
1569,0.0,
1570,0.0,
1571,0.0,
1572,0.0,
1573,1.0,19
1574,1.0,9
1575,1.0,6
1576,0.0,
1577,0.0,
1578,1.0,7
1579,0.0,
1580,0.0,
1581,0.0,
1582,0.0,
1583,1.0,14
1584,1.0,7
1585,1.0,7
1586,1.0,6
1587,1.0,7
1588,1.0,15
1589,1.0,6
1590,1.0,6
1591,1.0,6
1592,1.0,7
1593,0.0,
1594,1.0,11
1595,1.0,8
1596,1.0,13
1597,1.0,10
1598,1.0,6
1599,1.0,9
1600,0.0,
1601,0.0,
1602,0.0,
1603,0.0,
1604,0.0,
1605,0.0,
1606,0.0,
1607,0.0,
1608,0.0,
1609,0.0,
1610,0.0,
1611,0.0,
1612,0.0,
1613,0.0,
1614,0.0,
1615,0.0,
1616,0.0,
1617,0.0,
1618,0.0,
1619,0.0,
1620,0.0,
1621,0.0,
1622,0.0,
1623,0.0,
1624,0.0,
1625,0.0,
1626,0.0,
1627,0.0,
1628,0.0,
1629,0.0,
1630,0.0,
1631,0.0,
1632,0.0,
1633,0.0,
1634,0.0,
1635,0.0,
1636,0.0,
1637,0.0,
1638,0.0,
1639,0.0,
1640,0.0,
1641,0.0,
1642,0.0,
1643,0.0,
1644,0.0,
1645,0.0,
1646,0.0,
1647,0.0,
1648,0.0,
1649,0.0,
1650,0.0,
1651,0.0,
1652,0.0,
1653,0.0,
1654,0.0,
1655,0.0,
1656,0.0,
1657,0.0,
1658,0.0,
1659,0.0,
1660,0.0,
1661,0.0,
1662,0.0,
1663,0.0,
1664,0.0,
1665,0.0,
1666,0.0,
1667,0.0,
1668,0.0,
1669,0.0,
1670,0.0,
1671,0.0,
1672,0.0,
1673,0.0,
1674,0.0,
1675,0.0,
1676,0.0,
1677,0.0,
1678,0.0,
1679,0.0,
1680,0.0,
1681,0.0,
1682,0.0,
1683,0.0,
1684,0.0,
1685,0.0,
1686,0.0,
1687,0.0,
1688,0.0,
1689,0.0,
1690,0.0,
1691,0.0,
1692,0.0,
1693,0.0,
1694,0.0,
1695,0.0,
1696,0.0,
1697,0.0,
1698,0.0,
1699,0.0,
1700,0.0,
1701,1.0,16
1702,1.0,6
1703,1.0,6
1704,1.0,6
1705,1.0,7
1706,1.0,7
1707,1.0,6
1708,1.0,7
1709,1.0,6
1710,1.0,8
1711,1.0,10
1712,1.0,6
1713,1.0,7
1714,1.0,8
1715,1.0,6
1716,1.0,6
1717,1.0,8
1718,1.0,7
1719,1.0,15
1720,1.0,7
1721,1.0,7
1722,1.0,8
1723,1.0,10
1724,1.0,6
1725,1.0,11
1726,1.0,8
1727,1.0,20
1728,1.0,6
1729,1.0,11
1730,1.0,6
1731,1.0,8
1732,1.0,6
1733,1.0,9
1734,1.0,10
1735,1.0,8
1736,1.0,23
1737,1.0,8
1738,1.0,6
1739,1.0,6
1740,1.0,8
1741,1.0,8
1742,1.0,6
1743,1.0,9
1744,1.0,10
1745,1.0,9
1746,1.0,11
1747,1.0,9
1748,1.0,6
1749,1.0,7
1750,1.0,7
